subfolder,luminance,contrast,image_path,grey_image_path
anger,159.01560774581347,65.44000429553518,./Data/Processed/Resized\image_20.png,./Data/Processed/Resized\grey_image_20.png
anger,162.01156782681704,80.33903305792724,./Data/Processed/Resized\image_21.png,./Data/Processed/Resized\grey_image_21.png
anger,71.24354421952032,41.85137643116265,./Data/Processed/Resized\image_22.png,./Data/Processed/Resized\grey_image_22.png
anger,131.3332561898726,101.37384132394682,./Data/Processed/Resized\image_23.png,./Data/Processed/Resized\grey_image_23.png
anger,104.31847029256251,87.68094645483286,./Data/Processed/Resized\image_24.png,./Data/Processed/Resized\grey_image_24.png
anger,123.03730202608214,42.25909569509644,./Data/Processed/Resized\image_25.png,./Data/Processed/Resized\grey_image_25.png
anger,148.00988398328894,73.00677764169087,./Data/Processed/Resized\image_26.png,./Data/Processed/Resized\grey_image_26.png
anger,52.95823671497585,63.56613125924557,./Data/Processed/Resized\image_27.png,./Data/Processed/Resized\grey_image_27.png
anger,219.4820162037037,57.47635984012871,./Data/Processed/Resized\image_28.png,./Data/Processed/Resized\grey_image_28.png
anger,176.16789620535715,58.78220761859844,./Data/Processed/Resized\image_29.png,./Data/Processed/Resized\grey_image_29.png
anger,183.80948073701842,56.96931688105905,./Data/Processed/Resized\image_30.png,./Data/Processed/Resized\grey_image_30.png
anger,73.09992364709515,49.925055586490494,./Data/Processed/Resized\image_31.png,./Data/Processed/Resized\grey_image_31.png
anger,67.75610887096774,60.696234197404785,./Data/Processed/Resized\image_32.png,./Data/Processed/Resized\grey_image_32.png
anger,45.3657109733803,47.795646967843325,./Data/Processed/Resized\image_33.png,./Data/Processed/Resized\grey_image_33.png
anger,171.66081699871467,65.62750372778733,./Data/Processed/Resized\image_34.png,./Data/Processed/Resized\grey_image_34.png
anger,52.57572871724719,37.36643244665241,./Data/Processed/Resized\image_35.png,./Data/Processed/Resized\grey_image_35.png
anger,76.43880275624461,50.956140823533346,./Data/Processed/Resized\image_36.png,./Data/Processed/Resized\grey_image_36.png
anger,152.30194444444444,81.81112067045005,./Data/Processed/Resized\image_37.png,./Data/Processed/Resized\grey_image_37.png
anger,62.586407467142514,54.81983249139371,./Data/Processed/Resized\image_38.png,./Data/Processed/Resized\grey_image_38.png
anger,54.29395591700938,60.065819603936674,./Data/Processed/Resized\image_39.png,./Data/Processed/Resized\grey_image_39.png
anger,98.32603150787696,52.35628711272472,./Data/Processed/Resized\image_40.png,./Data/Processed/Resized\grey_image_40.png
anger,118.80466932457786,52.42268492016298,./Data/Processed/Resized\image_41.png,./Data/Processed/Resized\grey_image_41.png
anger,140.34251666666665,77.38522285078975,./Data/Processed/Resized\image_42.png,./Data/Processed/Resized\grey_image_42.png
anger,202.5047520768838,63.42094890322408,./Data/Processed/Resized\image_43.png,./Data/Processed/Resized\grey_image_43.png
anger,47.76147572815534,37.988365609824825,./Data/Processed/Resized\image_44.png,./Data/Processed/Resized\grey_image_44.png
anger,66.89100085910653,63.004477256863666,./Data/Processed/Resized\image_45.png,./Data/Processed/Resized\grey_image_45.png
anger,167.07092151363588,43.589280228133454,./Data/Processed/Resized\image_46.png,./Data/Processed/Resized\grey_image_46.png
anger,213.01410714285714,59.627772407788726,./Data/Processed/Resized\image_47.png,./Data/Processed/Resized\grey_image_47.png
anger,172.49567410201738,60.53666508462231,./Data/Processed/Resized\image_48.png,./Data/Processed/Resized\grey_image_48.png
anger,131.1095870296727,69.01001696554889,./Data/Processed/Resized\image_49.png,./Data/Processed/Resized\grey_image_49.png
anger,129.86290873015872,78.79876508717732,./Data/Processed/Resized\image_50.png,./Data/Processed/Resized\grey_image_50.png
anger,201.52231359920734,42.525825751316184,./Data/Processed/Resized\image_51.png,./Data/Processed/Resized\grey_image_51.png
anger,64.58416384180791,43.42250075496532,./Data/Processed/Resized\image_52.png,./Data/Processed/Resized\grey_image_52.png
anger,117.57374043367346,51.99811094077184,./Data/Processed/Resized\image_53.png,./Data/Processed/Resized\grey_image_53.png
anger,115.81488611645874,73.32981320740585,./Data/Processed/Resized\image_54.png,./Data/Processed/Resized\grey_image_54.png
anger,195.1773884396526,74.86096853508602,./Data/Processed/Resized\image_55.png,./Data/Processed/Resized\grey_image_55.png
anger,60.93263409767316,43.46406510801447,./Data/Processed/Resized\image_56.png,./Data/Processed/Resized\grey_image_56.png
anger,189.97297565822157,84.46788167823937,./Data/Processed/Resized\image_57.png,./Data/Processed/Resized\grey_image_57.png
anger,197.0857162309368,72.04710734682777,./Data/Processed/Resized\image_58.png,./Data/Processed/Resized\grey_image_58.png
anger,115.41090425531915,56.672667698599994,./Data/Processed/Resized\image_59.png,./Data/Processed/Resized\grey_image_59.png
anger,196.3248,64.50266799934771,./Data/Processed/Resized\image_60.png,./Data/Processed/Resized\grey_image_60.png
anger,153.6998407643312,52.22638427981394,./Data/Processed/Resized\image_61.png,./Data/Processed/Resized\grey_image_61.png
anger,196.4200695479384,62.67765106452103,./Data/Processed/Resized\image_62.png,./Data/Processed/Resized\grey_image_62.png
anger,127.4729259811227,93.73269859088472,./Data/Processed/Resized\image_63.png,./Data/Processed/Resized\grey_image_63.png
anger,154.09411694463242,66.84973354467768,./Data/Processed/Resized\image_64.png,./Data/Processed/Resized\grey_image_64.png
anger,181.83556321975777,91.14740367609734,./Data/Processed/Resized\image_65.png,./Data/Processed/Resized\grey_image_65.png
anger,207.59575864881532,62.0629513581318,./Data/Processed/Resized\image_66.png,./Data/Processed/Resized\grey_image_66.png
anger,83.49146825396825,56.66715236685218,./Data/Processed/Resized\image_67.png,./Data/Processed/Resized\grey_image_67.png
anger,150.3416393442623,103.31715154884978,./Data/Processed/Resized\image_68.png,./Data/Processed/Resized\grey_image_68.png
anger,192.11347242921013,93.22065698938138,./Data/Processed/Resized\image_69.png,./Data/Processed/Resized\grey_image_69.png
anger,131.46301666666668,76.29918303778261,./Data/Processed/Resized\image_70.png,./Data/Processed/Resized\grey_image_70.png
anger,51.52472554909387,56.47060771078969,./Data/Processed/Resized\image_71.png,./Data/Processed/Resized\grey_image_71.png
anger,178.45790412808643,64.83242937939208,./Data/Processed/Resized\image_72.png,./Data/Processed/Resized\grey_image_72.png
anger,121.0546547314578,67.39396345026401,./Data/Processed/Resized\image_73.png,./Data/Processed/Resized\grey_image_73.png
anger,172.52656150919466,64.18472977669177,./Data/Processed/Resized\image_74.png,./Data/Processed/Resized\grey_image_74.png
anger,79.18825,69.3726600549546,./Data/Processed/Resized\image_75.png,./Data/Processed/Resized\grey_image_75.png
anger,86.59735735735735,45.63532644830611,./Data/Processed/Resized\image_76.png,./Data/Processed/Resized\grey_image_76.png
anger,145.38757635045934,74.55040897106706,./Data/Processed/Resized\image_77.png,./Data/Processed/Resized\grey_image_77.png
anger,52.71380454620873,37.34573899721372,./Data/Processed/Resized\image_78.png,./Data/Processed/Resized\grey_image_78.png
anger,192.9356921229106,71.96876791186234,./Data/Processed/Resized\image_79.png,./Data/Processed/Resized\grey_image_79.png
anger,79.48249440715884,49.611309397919975,./Data/Processed/Resized\image_80.png,./Data/Processed/Resized\grey_image_80.png
anger,59.29994292237443,57.91622610781959,./Data/Processed/Resized\image_81.png,./Data/Processed/Resized\grey_image_81.png
anger,143.58246351172048,62.522072321324245,./Data/Processed/Resized\image_82.png,./Data/Processed/Resized\grey_image_82.png
anger,192.196885665529,66.27177895435756,./Data/Processed/Resized\image_83.png,./Data/Processed/Resized\grey_image_83.png
anger,71.60016326530612,61.31434975344378,./Data/Processed/Resized\image_84.png,./Data/Processed/Resized\grey_image_84.png
anger,53.88096667924917,52.037984846594156,./Data/Processed/Resized\image_85.png,./Data/Processed/Resized\grey_image_85.png
anger,65.25565763813651,44.71124987749279,./Data/Processed/Resized\image_86.png,./Data/Processed/Resized\grey_image_86.png
anger,165.85644604647595,73.19978612665228,./Data/Processed/Resized\image_87.png,./Data/Processed/Resized\grey_image_87.png
anger,187.16325874928285,65.99638641288178,./Data/Processed/Resized\image_88.png,./Data/Processed/Resized\grey_image_88.png
anger,64.654576,38.28965053719117,./Data/Processed/Resized\image_89.png,./Data/Processed/Resized\grey_image_89.png
anger,199.4154407796102,83.3414712058273,./Data/Processed/Resized\image_90.png,./Data/Processed/Resized\grey_image_90.png
anger,102.39068933900141,71.55249481938871,./Data/Processed/Resized\image_91.png,./Data/Processed/Resized\grey_image_91.png
anger,113.30863437195715,62.60103588363918,./Data/Processed/Resized\image_92.png,./Data/Processed/Resized\grey_image_92.png
anger,167.7109191026288,45.69976953666172,./Data/Processed/Resized\image_93.png,./Data/Processed/Resized\grey_image_93.png
anger,186.30170382165605,48.5088877564154,./Data/Processed/Resized\image_94.png,./Data/Processed/Resized\grey_image_94.png
anger,90.55135273343241,36.24297341832353,./Data/Processed/Resized\image_95.png,./Data/Processed/Resized\grey_image_95.png
anger,111.9999380952381,48.992042939897274,./Data/Processed/Resized\image_96.png,./Data/Processed/Resized\grey_image_96.png
anger,104.04325757575758,42.91666264219616,./Data/Processed/Resized\image_97.png,./Data/Processed/Resized\grey_image_97.png
anger,164.48724250936328,54.66108411175772,./Data/Processed/Resized\image_98.png,./Data/Processed/Resized\grey_image_98.png
anger,79.53370666503906,54.18264407910271,./Data/Processed/Resized\image_99.png,./Data/Processed/Resized\grey_image_99.png
anger,204.90178901312592,47.79280583370938,./Data/Processed/Resized\image_100.png,./Data/Processed/Resized\grey_image_100.png
anger,209.66401314584795,70.66706358803347,./Data/Processed/Resized\image_101.png,./Data/Processed/Resized\grey_image_101.png
anger,177.35534288194444,72.6578564255777,./Data/Processed/Resized\image_102.png,./Data/Processed/Resized\grey_image_102.png
anger,159.09605268296494,56.11798538477153,./Data/Processed/Resized\image_103.png,./Data/Processed/Resized\grey_image_103.png
anger,155.36232756451318,75.28426369352181,./Data/Processed/Resized\image_104.png,./Data/Processed/Resized\grey_image_104.png
anger,125.95129629629629,66.16492081509477,./Data/Processed/Resized\image_105.png,./Data/Processed/Resized\grey_image_105.png
anger,141.69461264898115,53.15776301970542,./Data/Processed/Resized\image_106.png,./Data/Processed/Resized\grey_image_106.png
anger,127.71941480840702,69.83159463194232,./Data/Processed/Resized\image_107.png,./Data/Processed/Resized\grey_image_107.png
anger,162.14499631551968,80.15799233373623,./Data/Processed/Resized\image_108.png,./Data/Processed/Resized\grey_image_108.png
anger,162.43482474689222,70.066611382805,./Data/Processed/Resized\image_109.png,./Data/Processed/Resized\grey_image_109.png
anger,184.2357052951389,39.95339440770798,./Data/Processed/Resized\image_110.png,./Data/Processed/Resized\grey_image_110.png
anger,105.00708224826388,53.66355915456189,./Data/Processed/Resized\image_111.png,./Data/Processed/Resized\grey_image_111.png
anger,147.95416341145832,65.8124861566557,./Data/Processed/Resized\image_112.png,./Data/Processed/Resized\grey_image_112.png
anger,116.11871235422274,57.28634006304724,./Data/Processed/Resized\image_113.png,./Data/Processed/Resized\grey_image_113.png
anger,160.34273276303986,80.44486560867193,./Data/Processed/Resized\image_114.png,./Data/Processed/Resized\grey_image_114.png
anger,184.37295949074075,46.016970886311064,./Data/Processed/Resized\image_115.png,./Data/Processed/Resized\grey_image_115.png
anger,175.76089718670076,71.61949555393177,./Data/Processed/Resized\image_116.png,./Data/Processed/Resized\grey_image_116.png
anger,85.0126433743432,51.82058225838567,./Data/Processed/Resized\image_117.png,./Data/Processed/Resized\grey_image_117.png
anger,69.10210507772933,57.74450057837686,./Data/Processed/Resized\image_118.png,./Data/Processed/Resized\grey_image_118.png
anger,127.2345972607566,70.93629660413742,./Data/Processed/Resized\image_119.png,./Data/Processed/Resized\grey_image_119.png
anger,135.4848689737128,75.36451173642077,./Data/Processed/Resized\image_120.png,./Data/Processed/Resized\grey_image_120.png
anger,161.28063419270757,57.58075532988709,./Data/Processed/Resized\image_121.png,./Data/Processed/Resized\grey_image_121.png
anger,146.61618210502593,77.18425860267025,./Data/Processed/Resized\image_122.png,./Data/Processed/Resized\grey_image_122.png
anger,121.50485487849683,61.87880663686635,./Data/Processed/Resized\image_123.png,./Data/Processed/Resized\grey_image_123.png
anger,158.80047761507373,66.19317883393084,./Data/Processed/Resized\image_124.png,./Data/Processed/Resized\grey_image_124.png
anger,145.51907001044933,56.483627659984904,./Data/Processed/Resized\image_125.png,./Data/Processed/Resized\grey_image_125.png
anger,161.31120359360548,87.16718468577614,./Data/Processed/Resized\image_126.png,./Data/Processed/Resized\grey_image_126.png
anger,122.77861452415554,64.5350840810048,./Data/Processed/Resized\image_127.png,./Data/Processed/Resized\grey_image_127.png
anger,151.61680575237494,82.35437049559621,./Data/Processed/Resized\image_128.png,./Data/Processed/Resized\grey_image_128.png
anger,162.56461341978584,63.78679693004605,./Data/Processed/Resized\image_129.png,./Data/Processed/Resized\grey_image_129.png
anger,154.01343198132736,75.64651045273516,./Data/Processed/Resized\image_130.png,./Data/Processed/Resized\grey_image_130.png
anger,127.84073850014563,77.03848598378543,./Data/Processed/Resized\image_131.png,./Data/Processed/Resized\grey_image_131.png
anger,154.1475536178271,75.73316260385137,./Data/Processed/Resized\image_132.png,./Data/Processed/Resized\grey_image_132.png
anger,141.8810604985573,75.87563528576626,./Data/Processed/Resized\image_133.png,./Data/Processed/Resized\grey_image_133.png
anger,147.10692328254478,85.01268607317492,./Data/Processed/Resized\image_134.png,./Data/Processed/Resized\grey_image_134.png
anger,113.46208217730215,63.36709786309378,./Data/Processed/Resized\image_135.png,./Data/Processed/Resized\grey_image_135.png
anger,121.33831137959001,89.68737711121614,./Data/Processed/Resized\image_136.png,./Data/Processed/Resized\grey_image_136.png
anger,105.9442345037527,63.59986233733275,./Data/Processed/Resized\image_137.png,./Data/Processed/Resized\grey_image_137.png
anger,114.56471086162345,74.07675606651304,./Data/Processed/Resized\image_138.png,./Data/Processed/Resized\grey_image_138.png
anger,85.87488439688202,46.97181790973921,./Data/Processed/Resized\image_139.png,./Data/Processed/Resized\grey_image_139.png
anger,126.31505863230001,62.77768153628036,./Data/Processed/Resized\image_140.png,./Data/Processed/Resized\grey_image_140.png
anger,96.95605260432846,58.20572555505175,./Data/Processed/Resized\image_141.png,./Data/Processed/Resized\grey_image_141.png
anger,109.11323312702623,81.65648016701623,./Data/Processed/Resized\image_142.png,./Data/Processed/Resized\grey_image_142.png
anger,123.98302592889601,69.97837668749621,./Data/Processed/Resized\image_143.png,./Data/Processed/Resized\grey_image_143.png
anger,116.55392365545622,77.45079957807252,./Data/Processed/Resized\image_144.png,./Data/Processed/Resized\grey_image_144.png
anger,213.21758522316262,36.22414069961703,./Data/Processed/Resized\image_145.png,./Data/Processed/Resized\grey_image_145.png
anger,76.84305865575396,56.475742090995304,./Data/Processed/Resized\image_146.png,./Data/Processed/Resized\grey_image_146.png
anger,127.85490208333333,59.91493061982056,./Data/Processed/Resized\image_147.png,./Data/Processed/Resized\grey_image_147.png
anger,139.39261616492146,58.90647492494941,./Data/Processed/Resized\image_148.png,./Data/Processed/Resized\grey_image_148.png
anger,77.97132783882783,71.31284370930086,./Data/Processed/Resized\image_149.png,./Data/Processed/Resized\grey_image_149.png
anger,134.60788685345653,56.13409378324903,./Data/Processed/Resized\image_150.png,./Data/Processed/Resized\grey_image_150.png
anger,129.14987825195436,45.07129130750692,./Data/Processed/Resized\image_151.png,./Data/Processed/Resized\grey_image_151.png
anger,85.79638741134752,59.732178640500734,./Data/Processed/Resized\image_152.png,./Data/Processed/Resized\grey_image_152.png
anger,108.21425327715356,53.68927160361963,./Data/Processed/Resized\image_153.png,./Data/Processed/Resized\grey_image_153.png
anger,149.31653102517987,46.573211339728225,./Data/Processed/Resized\image_154.png,./Data/Processed/Resized\grey_image_154.png
anger,202.6326126432868,75.55266171920293,./Data/Processed/Resized\image_155.png,./Data/Processed/Resized\grey_image_155.png
anger,70.99670634920635,65.8722662836367,./Data/Processed/Resized\image_156.png,./Data/Processed/Resized\grey_image_156.png
anger,162.78465651347142,86.57048982214219,./Data/Processed/Resized\image_157.png,./Data/Processed/Resized\grey_image_157.png
anger,148.21141025641026,77.62792569577026,./Data/Processed/Resized\image_158.png,./Data/Processed/Resized\grey_image_158.png
anger,129.17259663865545,77.53223152138754,./Data/Processed/Resized\image_159.png,./Data/Processed/Resized\grey_image_159.png
anger,133.82363353838267,68.10873983588718,./Data/Processed/Resized\image_160.png,./Data/Processed/Resized\grey_image_160.png
anger,122.63701071370168,62.618039475177866,./Data/Processed/Resized\image_161.png,./Data/Processed/Resized\grey_image_161.png
anger,166.78900933372785,60.16886233560155,./Data/Processed/Resized\image_162.png,./Data/Processed/Resized\grey_image_162.png
anger,223.90113742964354,38.379113332249716,./Data/Processed/Resized\image_163.png,./Data/Processed/Resized\grey_image_163.png
anger,89.40273003472223,68.63529983936813,./Data/Processed/Resized\image_164.png,./Data/Processed/Resized\grey_image_164.png
anger,175.4540238764045,56.62901946314879,./Data/Processed/Resized\image_165.png,./Data/Processed/Resized\grey_image_165.png
anger,181.20691104758703,54.12297651980023,./Data/Processed/Resized\image_166.png,./Data/Processed/Resized\grey_image_166.png
anger,92.58725810585672,59.51607098197089,./Data/Processed/Resized\image_167.png,./Data/Processed/Resized\grey_image_167.png
anger,95.31773166023166,62.81106438471131,./Data/Processed/Resized\image_168.png,./Data/Processed/Resized\grey_image_168.png
anger,62.54081362937332,50.95473234280536,./Data/Processed/Resized\image_169.png,./Data/Processed/Resized\grey_image_169.png
anger,191.80527921953095,81.14301564357105,./Data/Processed/Resized\image_170.png,./Data/Processed/Resized\grey_image_170.png
anger,146.57887190824042,72.2532092207514,./Data/Processed/Resized\image_171.png,./Data/Processed/Resized\grey_image_171.png
anger,129.55164500257033,90.54313921845402,./Data/Processed/Resized\image_172.png,./Data/Processed/Resized\grey_image_172.png
anger,150.1969552238806,41.32249493610307,./Data/Processed/Resized\image_173.png,./Data/Processed/Resized\grey_image_173.png
anger,127.1000151111111,57.79801892490968,./Data/Processed/Resized\image_174.png,./Data/Processed/Resized\grey_image_174.png
anger,169.21182458770616,48.107492223199614,./Data/Processed/Resized\image_175.png,./Data/Processed/Resized\grey_image_175.png
anger,197.514806004101,50.20244974876342,./Data/Processed/Resized\image_176.png,./Data/Processed/Resized\grey_image_176.png
anger,114.10283857431004,62.56720211320284,./Data/Processed/Resized\image_177.png,./Data/Processed/Resized\grey_image_177.png
anger,169.48963703703703,49.555031624202044,./Data/Processed/Resized\image_178.png,./Data/Processed/Resized\grey_image_178.png
anger,169.1453653846154,48.00466126867619,./Data/Processed/Resized\image_179.png,./Data/Processed/Resized\grey_image_179.png
anger,70.15014981273409,56.758902616195684,./Data/Processed/Resized\image_180.png,./Data/Processed/Resized\grey_image_180.png
anger,144.97938065511212,103.37757553764986,./Data/Processed/Resized\image_181.png,./Data/Processed/Resized\grey_image_181.png
anger,147.23398769885313,61.64448261524059,./Data/Processed/Resized\image_182.png,./Data/Processed/Resized\grey_image_182.png
anger,192.33695161388735,57.20927829024638,./Data/Processed/Resized\image_183.png,./Data/Processed/Resized\grey_image_183.png
anger,167.62799964757144,31.996129247047957,./Data/Processed/Resized\image_184.png,./Data/Processed/Resized\grey_image_184.png
anger,97.80479013399895,50.59356007877932,./Data/Processed/Resized\image_185.png,./Data/Processed/Resized\grey_image_185.png
anger,134.69158420138888,64.27402224941876,./Data/Processed/Resized\image_186.png,./Data/Processed/Resized\grey_image_186.png
anger,133.18290240932976,77.17539969995349,./Data/Processed/Resized\image_187.png,./Data/Processed/Resized\grey_image_187.png
anger,129.29688670411986,48.98857773741095,./Data/Processed/Resized\image_188.png,./Data/Processed/Resized\grey_image_188.png
anger,127.47485411547912,62.483784238359924,./Data/Processed/Resized\image_189.png,./Data/Processed/Resized\grey_image_189.png
anger,153.26817253673292,80.94639565751261,./Data/Processed/Resized\image_190.png,./Data/Processed/Resized\grey_image_190.png
anger,135.55362125468164,45.7217166543943,./Data/Processed/Resized\image_191.png,./Data/Processed/Resized\grey_image_191.png
anger,137.22470524157376,69.37027997361307,./Data/Processed/Resized\image_192.png,./Data/Processed/Resized\grey_image_192.png
anger,183.26804994873766,34.17609338576024,./Data/Processed/Resized\image_193.png,./Data/Processed/Resized\grey_image_193.png
anger,138.63192442009483,50.698080518679774,./Data/Processed/Resized\image_194.png,./Data/Processed/Resized\grey_image_194.png
anger,130.06591214917339,48.26265967187072,./Data/Processed/Resized\image_195.png,./Data/Processed/Resized\grey_image_195.png
anger,121.2718906189927,54.28025115742385,./Data/Processed/Resized\image_196.png,./Data/Processed/Resized\grey_image_196.png
anger,167.2018387494858,67.6615920457514,./Data/Processed/Resized\image_197.png,./Data/Processed/Resized\grey_image_197.png
anger,175.51357871064468,79.98412199081207,./Data/Processed/Resized\image_198.png,./Data/Processed/Resized\grey_image_198.png
anger,207.93040179910045,45.44909802639399,./Data/Processed/Resized\image_199.png,./Data/Processed/Resized\grey_image_199.png
anger,197.08873990772778,64.0120384986212,./Data/Processed/Resized\image_200.png,./Data/Processed/Resized\grey_image_200.png
anger,81.486209650065,43.534301512953334,./Data/Processed/Resized\image_201.png,./Data/Processed/Resized\grey_image_201.png
anger,176.70836511299436,51.4974407852081,./Data/Processed/Resized\image_202.png,./Data/Processed/Resized\grey_image_202.png
anger,183.7020614446529,95.68671278810461,./Data/Processed/Resized\image_203.png,./Data/Processed/Resized\grey_image_203.png
anger,190.45585555555556,51.277755405401415,./Data/Processed/Resized\image_204.png,./Data/Processed/Resized\grey_image_204.png
anger,93.33481244823098,60.66404785857068,./Data/Processed/Resized\image_205.png,./Data/Processed/Resized\grey_image_205.png
anger,97.28590285714286,58.00315998398455,./Data/Processed/Resized\image_206.png,./Data/Processed/Resized\grey_image_206.png
anger,114.60510141590835,62.66749668057675,./Data/Processed/Resized\image_207.png,./Data/Processed/Resized\grey_image_207.png
anger,116.28908383233534,48.36626161771459,./Data/Processed/Resized\image_208.png,./Data/Processed/Resized\grey_image_208.png
anger,113.87055833333334,50.28435984334424,./Data/Processed/Resized\image_209.png,./Data/Processed/Resized\grey_image_209.png
anger,169.25598728053313,68.98102221633201,./Data/Processed/Resized\image_210.png,./Data/Processed/Resized\grey_image_210.png
anger,132.45846549404075,36.38231415243934,./Data/Processed/Resized\image_211.png,./Data/Processed/Resized\grey_image_211.png
anger,154.1093402777778,50.47657148283734,./Data/Processed/Resized\image_212.png,./Data/Processed/Resized\grey_image_212.png
anger,148.95244001828772,84.6253226782386,./Data/Processed/Resized\image_213.png,./Data/Processed/Resized\grey_image_213.png
disgust,157.0748331819558,46.67740665690493,./Data/Processed/Resized\image_214.png,./Data/Processed/Resized\grey_image_214.png
disgust,151.65212345679012,55.36595286151343,./Data/Processed/Resized\image_215.png,./Data/Processed/Resized\grey_image_215.png
disgust,194.39340175597943,60.489111996436435,./Data/Processed/Resized\image_216.png,./Data/Processed/Resized\grey_image_216.png
disgust,165.98870602482592,54.91452774227411,./Data/Processed/Resized\image_217.png,./Data/Processed/Resized\grey_image_217.png
disgust,168.6175212121212,53.190121146248394,./Data/Processed/Resized\image_218.png,./Data/Processed/Resized\grey_image_218.png
disgust,163.60125440528634,44.12805061488258,./Data/Processed/Resized\image_219.png,./Data/Processed/Resized\grey_image_219.png
disgust,147.0257098765432,30.67211987730356,./Data/Processed/Resized\image_220.png,./Data/Processed/Resized\grey_image_220.png
disgust,174.89856228298612,51.07776202556851,./Data/Processed/Resized\image_221.png,./Data/Processed/Resized\grey_image_221.png
disgust,205.26995884773663,41.49142113220904,./Data/Processed/Resized\image_222.png,./Data/Processed/Resized\grey_image_222.png
disgust,172.5197222222222,47.160052233556854,./Data/Processed/Resized\image_223.png,./Data/Processed/Resized\grey_image_223.png
disgust,196.56049897978113,43.79198739008021,./Data/Processed/Resized\image_224.png,./Data/Processed/Resized\grey_image_224.png
disgust,122.62224794238684,47.75458129713264,./Data/Processed/Resized\image_225.png,./Data/Processed/Resized\grey_image_225.png
disgust,176.22437757201646,38.84324569318192,./Data/Processed/Resized\image_226.png,./Data/Processed/Resized\grey_image_226.png
disgust,181.9415843621399,47.74774048432145,./Data/Processed/Resized\image_227.png,./Data/Processed/Resized\grey_image_227.png
disgust,182.4811522633745,56.47725838531534,./Data/Processed/Resized\image_228.png,./Data/Processed/Resized\grey_image_228.png
disgust,184.7972890946502,31.595773696659148,./Data/Processed/Resized\image_229.png,./Data/Processed/Resized\grey_image_229.png
disgust,100.6296450617284,36.44063457922447,./Data/Processed/Resized\image_230.png,./Data/Processed/Resized\grey_image_230.png
disgust,177.05437242798354,41.50324329655337,./Data/Processed/Resized\image_231.png,./Data/Processed/Resized\grey_image_231.png
disgust,193.8728806584362,47.93796191459179,./Data/Processed/Resized\image_232.png,./Data/Processed/Resized\grey_image_232.png
disgust,156.54527777777778,41.00285643624198,./Data/Processed/Resized\image_233.png,./Data/Processed/Resized\grey_image_233.png
disgust,224.29026870007263,51.11614304301275,./Data/Processed/Resized\image_234.png,./Data/Processed/Resized\grey_image_234.png
disgust,206.03010481435425,72.39293840125163,./Data/Processed/Resized\image_235.png,./Data/Processed/Resized\grey_image_235.png
disgust,112.376461396406,59.4355499536154,./Data/Processed/Resized\image_236.png,./Data/Processed/Resized\grey_image_236.png
disgust,214.74566530467223,54.26566832938603,./Data/Processed/Resized\image_237.png,./Data/Processed/Resized\grey_image_237.png
disgust,168.4181390449438,51.19215158586353,./Data/Processed/Resized\image_238.png,./Data/Processed/Resized\grey_image_238.png
disgust,171.09303113553113,40.45781730072641,./Data/Processed/Resized\image_239.png,./Data/Processed/Resized\grey_image_239.png
